simulation, visitors, current conversion rate, overall conversion rate, total conversions, pulls arm 1, pulls arm 2
66, 1350, 0.28, 0.379259259259, 512, 757, 593
66, 1400, 0.34, 0.377857142857, 529, 793, 607
66, 1450, 0.38, 0.377931034483, 548, 824, 626
66, 1500, 0.34, 0.376666666667, 565, 860, 640
66, 1550, 0.32, 0.374838709677, 581, 888, 662
66, 1600, 0.46, 0.3775, 604, 918, 682
66, 1650, 0.44, 0.379393939394, 626, 947, 703
66, 1700, 0.42, 0.380588235294, 647, 969, 731
66, 1750, 0.42, 0.381714285714, 668, 983, 767
66, 1800, 0.4, 0.382222222222, 688, 995, 805
66, 1850, 0.52, 0.385945945946, 714, 1002, 848
66, 1900, 0.26, 0.382631578947, 727, 1011, 889
66, 1950, 0.46, 0.384615384615, 750, 1022, 928
66, 2000, 0.34, 0.3835, 767, 1031, 969
67, 50, 0.34, 0.34, 17, 27, 23
67, 100, 0.28, 0.31, 31, 52, 48
67, 150, 0.32, 0.313333333333, 47, 72, 78
67, 200, 0.3, 0.31, 62, 98, 102
67, 250, 0.4, 0.328, 82, 122, 128
67, 300, 0.38, 0.336666666667, 101, 143, 157
67, 350, 0.42, 0.348571428571, 122, 166, 184
67, 400, 0.4, 0.355, 142, 197, 203
67, 450, 0.4, 0.36, 162, 236, 214
67, 500, 0.46, 0.37, 185, 282, 218
67, 550, 0.46, 0.378181818182, 208, 328, 222
67, 600, 0.42, 0.381666666667, 229, 373, 227
67, 650, 0.34, 0.378461538462, 246, 422, 228
67, 700, 0.36, 0.377142857143, 264, 472, 228
67, 750, 0.48, 0.384, 288, 519, 231
67, 800, 0.3, 0.37875, 303, 567, 233
67, 850, 0.42, 0.381176470588, 324, 617, 233
67, 900, 0.42, 0.383333333333, 345, 666, 234
67, 950, 0.32, 0.38, 361, 715, 235
67, 1000, 0.42, 0.382, 382, 764, 236
67, 1050, 0.34, 0.38, 399, 812, 238
67, 1100, 0.36, 0.379090909091, 417, 860, 240
67, 1150, 0.3, 0.375652173913, 432, 908, 242
67, 1200, 0.4, 0.376666666667, 452, 956, 244
67, 1250, 0.32, 0.3744, 468, 1005, 245
67, 1300, 0.34, 0.373076923077, 485, 1054, 246
67, 1350, 0.4, 0.374074074074, 505, 1102, 248
67, 1400, 0.38, 0.374285714286, 524, 1150, 250
67, 1450, 0.36, 0.373793103448, 542, 1196, 254
67, 1500, 0.52, 0.378666666667, 568, 1246, 254
67, 1550, 0.46, 0.381290322581, 591, 1295, 255
67, 1600, 0.3, 0.37875, 606, 1344, 256
67, 1650, 0.46, 0.381212121212, 629, 1393, 257
67, 1700, 0.36, 0.380588235294, 647, 1442, 258
67, 1750, 0.4, 0.381142857143, 667, 1492, 258
67, 1800, 0.44, 0.382777777778, 689, 1541, 259
67, 1850, 0.4, 0.383243243243, 709, 1589, 261
67, 1900, 0.32, 0.381578947368, 725, 1639, 261
67, 1950, 0.42, 0.382564102564, 746, 1683, 267
67, 2000, 0.38, 0.3825, 765, 1732, 268
68, 50, 0.36, 0.36, 18, 22, 28
68, 100, 0.5, 0.43, 43, 49, 51
68, 150, 0.4, 0.42, 63, 76, 74
68, 200, 0.32, 0.395, 79, 100, 100
68, 250, 0.3, 0.376, 94, 132, 118
68, 300, 0.3, 0.363333333333, 109, 156, 144
68, 350, 0.52, 0.385714285714, 135, 183, 167
68, 400, 0.36, 0.3825, 153, 205, 195
68, 450, 0.46, 0.391111111111, 176, 228, 222
68, 500, 0.28, 0.38, 190, 246, 254
68, 550, 0.58, 0.398181818182, 219, 252, 298
68, 600, 0.44, 0.401666666667, 241, 257, 343
68, 650, 0.46, 0.406153846154, 264, 259, 391
68, 700, 0.26, 0.395714285714, 277, 264, 436
68, 750, 0.26, 0.386666666667, 290, 274, 476
68, 800, 0.36, 0.385, 308, 282, 518
68, 850, 0.4, 0.385882352941, 328, 287, 563
68, 900, 0.42, 0.387777777778, 349, 296, 604
68, 950, 0.36, 0.386315789474, 367, 304, 646
68, 1000, 0.36, 0.385, 385, 315, 685
68, 1050, 0.4, 0.385714285714, 405, 324, 726
68, 1100, 0.4, 0.386363636364, 425, 337, 763
68, 1150, 0.38, 0.386086956522, 444, 354, 796
68, 1200, 0.36, 0.385, 462, 368, 832
68, 1250, 0.38, 0.3848, 481, 381, 869
68, 1300, 0.42, 0.386153846154, 502, 389, 911
68, 1350, 0.36, 0.385185185185, 520, 398, 952
68, 1400, 0.38, 0.385, 539, 404, 996
68, 1450, 0.44, 0.386896551724, 561, 408, 1042
68, 1500, 0.32, 0.384666666667, 577, 417, 1083
68, 1550, 0.36, 0.383870967742, 595, 426, 1124
68, 1600, 0.56, 0.389375, 623, 432, 1168
68, 1650, 0.44, 0.390909090909, 645, 442, 1208
68, 1700, 0.44, 0.392352941176, 667, 447, 1253
68, 1750, 0.46, 0.394285714286, 690, 451, 1299
68, 1800, 0.46, 0.396111111111, 713, 460, 1340
68, 1850, 0.3, 0.393513513514, 728, 465, 1385
68, 1900, 0.42, 0.394210526316, 749, 468, 1432
68, 1950, 0.42, 0.394871794872, 770, 471, 1479
68, 2000, 0.34, 0.3935, 787, 473, 1527
69, 50, 0.3, 0.3, 15, 27, 23
69, 100, 0.52, 0.41, 41, 60, 40
69, 150, 0.5, 0.44, 66, 85, 65
69, 200, 0.36, 0.42, 84, 107, 93
69, 250, 0.34, 0.404, 101, 134, 116
69, 300, 0.5, 0.42, 126, 161, 139
69, 350, 0.42, 0.42, 147, 186, 164
69, 400, 0.36, 0.4125, 165, 209, 191
69, 450, 0.34, 0.404444444444, 182, 225, 225
69, 500, 0.26, 0.39, 195, 238, 262
69, 550, 0.38, 0.389090909091, 214, 248, 302
69, 600, 0.42, 0.391666666667, 235, 258, 342
69, 650, 0.44, 0.395384615385, 257, 264, 386
69, 700, 0.24, 0.384285714286, 269, 272, 428
69, 750, 0.46, 0.389333333333, 292, 280, 470
69, 800, 0.4, 0.39, 312, 295, 505
69, 850, 0.38, 0.389411764706, 331, 306, 544
69, 900, 0.4, 0.39, 351, 316, 584
69, 950, 0.38, 0.389473684211, 370, 327, 623
69, 1000, 0.42, 0.391, 391, 344, 656
69, 1050, 0.42, 0.392380952381, 412, 356, 694
69, 1100, 0.46, 0.395454545455, 435, 375, 725
69, 1150, 0.34, 0.393043478261, 452, 392, 758
69, 1200, 0.36, 0.391666666667, 470, 408, 792
69, 1250, 0.38, 0.3912, 489, 421, 829
69, 1300, 0.44, 0.393076923077, 511, 430, 870
69, 1350, 0.32, 0.39037037037, 527, 446, 904
69, 1400, 0.36, 0.389285714286, 545, 457, 943
69, 1450, 0.46, 0.391724137931, 568, 468, 982
69, 1500, 0.4, 0.392, 588, 481, 1019
69, 1550, 0.36, 0.390967741935, 606, 494, 1056
69, 1600, 0.52, 0.395, 632, 513, 1087
69, 1650, 0.42, 0.395757575758, 653, 524, 1126
69, 1700, 0.36, 0.394705882353, 671, 529, 1171
69, 1750, 0.42, 0.395428571429, 692, 534, 1216
69, 1800, 0.3, 0.392777777778, 707, 544, 1256
69, 1850, 0.38, 0.392432432432, 726, 552, 1298
69, 1900, 0.36, 0.391578947368, 744, 563, 1337
69, 1950, 0.44, 0.392820512821, 766, 571, 1379
69, 2000, 0.36, 0.392, 784, 573, 1427
70, 50, 0.38, 0.38, 19, 27, 23
70, 100, 0.4, 0.39, 39, 57, 43
70, 150, 0.32, 0.366666666667, 55, 79, 71
70, 200, 0.38, 0.37, 74, 101, 99
70, 250, 0.3, 0.356, 89, 131, 119
70, 300, 0.32, 0.35, 105, 154, 146
70, 350, 0.46, 0.365714285714, 128, 180, 170
70, 400, 0.44, 0.375, 150, 202, 198
70, 450, 0.32, 0.368888888889, 166, 213, 237
70, 500, 0.5, 0.382, 191, 216, 284
70, 550, 0.4, 0.383636363636, 211, 217, 333
70, 600, 0.32, 0.378333333333, 227, 217, 383
70, 650, 0.42, 0.381538461538, 248, 219, 431
70, 700, 0.46, 0.387142857143, 271, 219, 481
70, 750, 0.38, 0.386666666667, 290, 224, 526
70, 800, 0.32, 0.3825, 306, 225, 575
70, 850, 0.58, 0.394117647059, 335, 227, 623
70, 900, 0.42, 0.395555555556, 356, 228, 672
70, 950, 0.38, 0.394736842105, 375, 229, 721
70, 1000, 0.4, 0.395, 395, 229, 771
70, 1050, 0.48, 0.399047619048, 419, 229, 821
70, 1100, 0.28, 0.393636363636, 433, 230, 870
70, 1150, 0.44, 0.395652173913, 455, 231, 919
70, 1200, 0.5, 0.4, 480, 231, 969
70, 1250, 0.44, 0.4016, 502, 232, 1018
70, 1300, 0.52, 0.406153846154, 528, 232, 1068
70, 1350, 0.32, 0.402962962963, 544, 232, 1118
70, 1400, 0.34, 0.400714285714, 561, 232, 1168
70, 1450, 0.48, 0.403448275862, 585, 232, 1218
70, 1500, 0.34, 0.401333333333, 602, 232, 1268
70, 1550, 0.28, 0.397419354839, 616, 233, 1317
70, 1600, 0.4, 0.3975, 636, 233, 1367
70, 1650, 0.38, 0.39696969697, 655, 233, 1417
70, 1700, 0.42, 0.397647058824, 676, 233, 1467
70, 1750, 0.48, 0.4, 700, 233, 1517
70, 1800, 0.36, 0.398888888889, 718, 233, 1567
70, 1850, 0.36, 0.397837837838, 736, 233, 1617
70, 1900, 0.38, 0.397368421053, 755, 233, 1667
70, 1950, 0.36, 0.39641025641, 773, 233, 1717
70, 2000, 0.28, 0.3935, 787, 233, 1767
71, 50, 0.36, 0.36, 18, 22, 28
71, 100, 0.5, 0.43, 43, 45, 55
71, 150, 0.54, 0.466666666667, 70, 67, 83
71, 200, 0.38, 0.445, 89, 88, 112
71, 250, 0.38, 0.432, 108, 117, 133
71, 300, 0.3, 0.41, 123, 145, 155
71, 350, 0.42, 0.411428571429, 144, 164, 186
71, 400, 0.52, 0.425, 170, 194, 206
71, 450, 0.42, 0.424444444444, 191, 216, 234
71, 500, 0.52, 0.434, 217, 240, 260
71, 550, 0.42, 0.432727272727, 238, 256, 294
71, 600, 0.4, 0.43, 258, 280, 320
71, 650, 0.42, 0.429230769231, 279, 295, 355
71, 700, 0.44, 0.43, 301, 306, 394
71, 750, 0.24, 0.417333333333, 313, 317, 433
71, 800, 0.42, 0.4175, 334, 323, 477
71, 850, 0.3, 0.410588235294, 349, 333, 517
71, 900, 0.42, 0.411111111111, 370, 349, 551
71, 950, 0.5, 0.415789473684, 395, 356, 594
71, 1000, 0.36, 0.413, 413, 368, 632
71, 1050, 0.48, 0.41619047619, 437, 378, 672
71, 1100, 0.48, 0.419090909091, 461, 383, 717
71, 1150, 0.4, 0.418260869565, 481, 392, 758
71, 1200, 0.38, 0.416666666667, 500, 405, 795
71, 1250, 0.4, 0.416, 520, 412, 838
71, 1300, 0.34, 0.413076923077, 537, 424, 876
71, 1350, 0.28, 0.408148148148, 551, 438, 912
71, 1400, 0.36, 0.406428571429, 569, 449, 951
71, 1450, 0.36, 0.404827586207, 587, 462, 988
71, 1500, 0.4, 0.404666666667, 607, 474, 1026
71, 1550, 0.46, 0.406451612903, 630, 482, 1068
71, 1600, 0.44, 0.4075, 652, 485, 1115
71, 1650, 0.36, 0.406060606061, 670, 491, 1159
71, 1700, 0.36, 0.404705882353, 688, 504, 1196
71, 1750, 0.38, 0.404, 707, 511, 1239
71, 1800, 0.46, 0.405555555556, 730, 517, 1283
71, 1850, 0.38, 0.404864864865, 749, 525, 1325
71, 1900, 0.34, 0.403157894737, 766, 531, 1369
71, 1950, 0.36, 0.402051282051, 784, 538, 1412
71, 2000, 0.48, 0.404, 808, 542, 1458
72, 50, 0.42, 0.42, 21, 17, 33
72, 100, 0.36, 0.39, 39, 41, 59
72, 150, 0.4, 0.393333333333, 59, 70, 80
72, 200, 0.34, 0.38, 76, 92, 108
72, 250, 0.44, 0.392, 98, 116, 134
72, 300, 0.3, 0.376666666667, 113, 139, 161
72, 350, 0.4, 0.38, 133, 169, 181
72, 400, 0.46, 0.39, 156, 195, 205
72, 450, 0.32, 0.382222222222, 172, 214, 236
72, 500, 0.44, 0.388, 194, 232, 268
72, 550, 0.44, 0.392727272727, 216, 259, 291
72, 600, 0.42, 0.395, 237, 279, 321
72, 650, 0.4, 0.395384615385, 257, 300, 350
72, 700, 0.46, 0.4, 280, 321, 379
72, 750, 0.5, 0.406666666667, 305, 338, 412
72, 800, 0.34, 0.4025, 322, 359, 441
72, 850, 0.26, 0.394117647059, 335, 376, 474
72, 900, 0.34, 0.391111111111, 352, 398, 502
72, 950, 0.36, 0.389473684211, 370, 409, 541
72, 1000, 0.24, 0.382, 382, 424, 576
72, 1050, 0.36, 0.380952380952, 400, 448, 602
72, 1100, 0.42, 0.382727272727, 421, 475, 625
72, 1150, 0.36, 0.381739130435, 439, 500, 650
72, 1200, 0.42, 0.383333333333, 460, 526, 674
72, 1250, 0.42, 0.3848, 481, 559, 691
72, 1300, 0.32, 0.382307692308, 497, 592, 708
72, 1350, 0.32, 0.38, 513, 618, 732
72, 1400, 0.4, 0.380714285714, 533, 641, 759
72, 1450, 0.38, 0.380689655172, 552, 661, 789
72, 1500, 0.44, 0.382666666667, 574, 694, 806
72, 1550, 0.44, 0.384516129032, 596, 720, 830
72, 1600, 0.48, 0.3875, 620, 756, 844
72, 1650, 0.46, 0.389696969697, 643, 794, 856
72, 1700, 0.54, 0.394117647059, 670, 832, 868
72, 1750, 0.38, 0.393714285714, 689, 877, 873
72, 1800, 0.36, 0.392777777778, 707, 918, 882
72, 1850, 0.46, 0.394594594595, 730, 965, 885
72, 1900, 0.22, 0.39, 741, 1008, 892
72, 1950, 0.3, 0.387692307692, 756, 1058, 892
72, 2000, 0.5, 0.3905, 781, 1101, 899
73, 50, 0.4, 0.4, 20, 21, 29
73, 100, 0.34, 0.37, 37, 42, 58
73, 150, 0.38, 0.373333333333, 56, 70, 80
73, 200, 0.32, 0.36, 72, 92, 108
73, 250, 0.42, 0.372, 93, 116, 134
73, 300, 0.38, 0.373333333333, 112, 140, 160
73, 350, 0.3, 0.362857142857, 127, 162, 188
73, 400, 0.38, 0.365, 146, 188, 212
73, 450, 0.4, 0.368888888889, 166, 213, 237
73, 500, 0.42, 0.374, 187, 236, 264
73, 550, 0.36, 0.372727272727, 205, 256, 294
73, 600, 0.36, 0.371666666667, 223, 268, 332
73, 650, 0.42, 0.375384615385, 244, 282, 368
73, 700, 0.26, 0.367142857143, 257, 306, 394
73, 750, 0.42, 0.370666666667, 278, 324, 426
73, 800, 0.44, 0.375, 300, 331, 469
73, 850, 0.4, 0.376470588235, 320, 349, 501
73, 900, 0.4, 0.377777777778, 340, 370, 530
73, 950, 0.52, 0.385263157895, 366, 394, 556
73, 1000, 0.4, 0.386, 386, 423, 577
73, 1050, 0.4, 0.386666666667, 406, 449, 601
73, 1100, 0.46, 0.39, 429, 471, 629
73, 1150, 0.3, 0.386086956522, 444, 498, 652
73, 1200, 0.4, 0.386666666667, 464, 531, 669
73, 1250, 0.36, 0.3856, 482, 560, 690
73, 1300, 0.44, 0.387692307692, 504, 601, 699
73, 1350, 0.56, 0.394074074074, 532, 635, 715
73, 1400, 0.5, 0.397857142857, 557, 672, 728
73, 1450, 0.42, 0.398620689655, 578, 711, 739
73, 1500, 0.42, 0.399333333333, 599, 752, 748
73, 1550, 0.44, 0.40064516129, 621, 799, 751
73, 1600, 0.36, 0.399375, 639, 840, 760
73, 1650, 0.38, 0.398787878788, 658, 881, 769
73, 1700, 0.42, 0.399411764706, 679, 916, 784
73, 1750, 0.3, 0.396571428571, 694, 949, 801
73, 1800, 0.48, 0.398888888889, 718, 985, 815
73, 1850, 0.22, 0.394054054054, 729, 1024, 826
73, 1900, 0.46, 0.395789473684, 752, 1058, 842
73, 1950, 0.34, 0.394358974359, 769, 1093, 857
73, 2000, 0.44, 0.3955, 791, 1119, 881
74, 50, 0.26, 0.26, 13, 24, 26
74, 100, 0.26, 0.26, 26, 54, 46
74, 150, 0.42, 0.313333333333, 47, 79, 71
74, 200, 0.44, 0.345, 69, 103, 97
74, 250, 0.4, 0.356, 89, 127, 123
74, 300, 0.36, 0.356666666667, 107, 153, 147
74, 350, 0.34, 0.354285714286, 124, 178, 172
74, 400, 0.3, 0.3475, 139, 201, 199
74, 450, 0.4, 0.353333333333, 159, 219, 231
74, 500, 0.24, 0.342, 171, 241, 259
74, 550, 0.34, 0.341818181818, 188, 267, 283
74, 600, 0.34, 0.341666666667, 205, 287, 313
74, 650, 0.3, 0.338461538462, 220, 297, 353
74, 700, 0.3, 0.335714285714, 235, 306, 394
74, 750, 0.46, 0.344, 258, 324, 426
74, 800, 0.34, 0.34375, 275, 339, 461
74, 850, 0.34, 0.343529411765, 292, 356, 494
74, 900, 0.24, 0.337777777778, 304, 366, 534
74, 950, 0.44, 0.343157894737, 326, 379, 571
74, 1000, 0.38, 0.345, 345, 384, 616
74, 1050, 0.44, 0.349523809524, 367, 396, 654
74, 1100, 0.58, 0.36, 396, 402, 698
74, 1150, 0.46, 0.364347826087, 419, 405, 745
74, 1200, 0.38, 0.365, 438, 408, 792
74, 1250, 0.22, 0.3592, 449, 411, 839
74, 1300, 0.36, 0.359230769231, 467, 413, 887
74, 1350, 0.36, 0.359259259259, 485, 415, 935
74, 1400, 0.46, 0.362857142857, 508, 415, 985
74, 1450, 0.42, 0.364827586207, 529, 416, 1034
74, 1500, 0.28, 0.362, 543, 421, 1079
74, 1550, 0.36, 0.361935483871, 561, 427, 1123
74, 1600, 0.46, 0.365, 584, 431, 1169
74, 1650, 0.32, 0.363636363636, 600, 438, 1212
74, 1700, 0.54, 0.368823529412, 627, 445, 1255
74, 1750, 0.42, 0.370285714286, 648, 452, 1298
74, 1800, 0.36, 0.37, 666, 458, 1342
74, 1850, 0.4, 0.370810810811, 686, 467, 1383
74, 1900, 0.24, 0.367368421053, 698, 471, 1429
74, 1950, 0.34, 0.366666666667, 715, 478, 1472
74, 2000, 0.34, 0.366, 732, 479, 1521
75, 50, 0.46, 0.46, 23, 24, 26
75, 100, 0.44, 0.45, 45, 47, 53
75, 150, 0.4, 0.433333333333, 65, 69, 81
75, 200, 0.36, 0.415, 83, 91, 109
75, 250, 0.36, 0.404, 101, 114, 136
75, 300, 0.42, 0.406666666667, 122, 135, 165
75, 350, 0.42, 0.408571428571, 143, 155, 195
75, 400, 0.38, 0.405, 162, 180, 220
75, 450, 0.36, 0.4, 180, 198, 252
75, 500, 0.44, 0.404, 202, 207, 293
75, 550, 0.44, 0.407272727273, 224, 213, 337
75, 600, 0.28, 0.396666666667, 238, 217, 383
75, 650, 0.38, 0.395384615385, 257, 219, 431
75, 700, 0.4, 0.395714285714, 277, 223, 477
75, 750, 0.42, 0.397333333333, 298, 224, 526
75, 800, 0.46, 0.40125, 321, 226, 574
75, 850, 0.44, 0.403529411765, 343, 226, 624
75, 900, 0.5, 0.408888888889, 368, 227, 673
75, 950, 0.46, 0.411578947368, 391, 227, 723
75, 1000, 0.36, 0.409, 409, 229, 771
75, 1050, 0.44, 0.410476190476, 431, 229, 821
75, 1100, 0.4, 0.41, 451, 229, 871
75, 1150, 0.5, 0.413913043478, 476, 230, 920
75, 1200, 0.4, 0.413333333333, 496, 231, 969
75, 1250, 0.42, 0.4136, 517, 231, 1019
75, 1300, 0.4, 0.413076923077, 537, 231, 1069
75, 1350, 0.52, 0.417037037037, 563, 231, 1119
75, 1400, 0.32, 0.413571428571, 579, 232, 1168
75, 1450, 0.32, 0.410344827586, 595, 232, 1218
75, 1500, 0.3, 0.406666666667, 610, 232, 1268
75, 1550, 0.42, 0.407096774194, 631, 233, 1317
75, 1600, 0.54, 0.41125, 658, 235, 1365
75, 1650, 0.28, 0.407272727273, 672, 237, 1413
75, 1700, 0.38, 0.406470588235, 691, 238, 1462
75, 1750, 0.36, 0.405142857143, 709, 240, 1510
75, 1800, 0.42, 0.405555555556, 730, 240, 1560
75, 1850, 0.52, 0.408648648649, 756, 242, 1608
75, 1900, 0.42, 0.408947368421, 777, 242, 1658
75, 1950, 0.44, 0.409743589744, 799, 243, 1707
75, 2000, 0.38, 0.409, 818, 243, 1757
76, 50, 0.42, 0.42, 21, 23, 27
76, 100, 0.42, 0.42, 42, 47, 53
76, 150, 0.4, 0.413333333333, 62, 72, 78
76, 200, 0.5, 0.435, 87, 98, 102
76, 250, 0.24, 0.396, 99, 118, 132
76, 300, 0.26, 0.373333333333, 112, 141, 159
76, 350, 0.3, 0.362857142857, 127, 165, 185
76, 400, 0.28, 0.3525, 141, 189, 211
76, 450, 0.34, 0.351111111111, 158, 208, 242
76, 500, 0.32, 0.348, 174, 221, 279
76, 550, 0.36, 0.349090909091, 192, 235, 315
76, 600, 0.36, 0.35, 210, 240, 360
76, 650, 0.44, 0.356923076923, 232, 255, 395
76, 700, 0.4, 0.36, 252, 262, 438
76, 750, 0.5, 0.369333333333, 277, 268, 482
76, 800, 0.4, 0.37125, 297, 269, 531
76, 850, 0.44, 0.375294117647, 319, 272, 578
76, 900, 0.42, 0.377777777778, 340, 274, 626
76, 950, 0.4, 0.378947368421, 360, 277, 673
76, 1000, 0.38, 0.379, 379, 280, 720
76, 1050, 0.42, 0.380952380952, 400, 288, 762
76, 1100, 0.36, 0.38, 418, 297, 803
76, 1150, 0.38, 0.38, 437, 308, 842
76, 1200, 0.4, 0.380833333333, 457, 316, 884
76, 1250, 0.46, 0.384, 480, 330, 920
76, 1300, 0.48, 0.387692307692, 504, 339, 961
76, 1350, 0.32, 0.385185185185, 520, 348, 1002
76, 1400, 0.42, 0.386428571429, 541, 358, 1042
76, 1450, 0.38, 0.386206896552, 560, 364, 1086
76, 1500, 0.44, 0.388, 582, 371, 1129
76, 1550, 0.3, 0.385161290323, 597, 373, 1177
76, 1600, 0.54, 0.39, 624, 374, 1226
76, 1650, 0.42, 0.390909090909, 645, 375, 1275
76, 1700, 0.38, 0.390588235294, 664, 382, 1318
76, 1750, 0.4, 0.390857142857, 684, 393, 1357
76, 1800, 0.38, 0.390555555556, 703, 399, 1401
76, 1850, 0.46, 0.392432432432, 726, 405, 1445
76, 1900, 0.46, 0.394210526316, 749, 409, 1491
76, 1950, 0.46, 0.395897435897, 772, 411, 1539
76, 2000, 0.26, 0.3925, 785, 414, 1586
77, 50, 0.42, 0.42, 21, 26, 24
77, 100, 0.42, 0.42, 42, 54, 46
77, 150, 0.28, 0.373333333333, 56, 69, 81
77, 200, 0.44, 0.39, 78, 92, 108
77, 250, 0.34, 0.38, 95, 119, 131
77, 300, 0.44, 0.39, 117, 144, 156
77, 350, 0.3, 0.377142857143, 132, 173, 177
77, 400, 0.5, 0.3925, 157, 199, 201
77, 450, 0.4, 0.393333333333, 177, 220, 230
77, 500, 0.34, 0.388, 194, 239, 261
77, 550, 0.36, 0.385454545455, 212, 261, 289
77, 600, 0.3, 0.378333333333, 227, 287, 313
77, 650, 0.38, 0.378461538462, 246, 314, 336
77, 700, 0.36, 0.377142857143, 264, 349, 351
77, 750, 0.44, 0.381333333333, 286, 377, 373
77, 800, 0.42, 0.38375, 307, 408, 392
77, 850, 0.34, 0.381176470588, 324, 435, 415
77, 900, 0.36, 0.38, 342, 451, 449
77, 950, 0.34, 0.377894736842, 359, 476, 474
77, 1000, 0.42, 0.38, 380, 495, 505
77, 1050, 0.36, 0.379047619048, 398, 513, 537
77, 1100, 0.44, 0.381818181818, 420, 528, 572
77, 1150, 0.5, 0.386956521739, 445, 538, 612
77, 1200, 0.26, 0.381666666667, 458, 553, 647
77, 1250, 0.34, 0.38, 475, 577, 673
77, 1300, 0.36, 0.379230769231, 493, 599, 701
77, 1350, 0.4, 0.38, 513, 612, 738
77, 1400, 0.36, 0.379285714286, 531, 630, 770
77, 1450, 0.3, 0.376551724138, 546, 645, 805
77, 1500, 0.4, 0.377333333333, 566, 662, 838
77, 1550, 0.4, 0.378064516129, 586, 681, 869
77, 1600, 0.5, 0.381875, 611, 707, 893
77, 1650, 0.36, 0.381212121212, 629, 725, 925
77, 1700, 0.36, 0.380588235294, 647, 739, 961
77, 1750, 0.36, 0.38, 665, 751, 999
77, 1800, 0.48, 0.382777777778, 689, 770, 1030
77, 1850, 0.44, 0.384324324324, 711, 786, 1064
77, 1900, 0.54, 0.388421052632, 738, 799, 1101
77, 1950, 0.36, 0.387692307692, 756, 814, 1136
77, 2000, 0.48, 0.39, 780, 825, 1175
78, 50, 0.36, 0.36, 18, 25, 25
78, 100, 0.4, 0.38, 38, 50, 50
78, 150, 0.4, 0.386666666667, 58, 69, 81
78, 200, 0.54, 0.425, 85, 91, 109
78, 250, 0.4, 0.42, 105, 116, 134
78, 300, 0.32, 0.403333333333, 121, 143, 157
78, 350, 0.42, 0.405714285714, 142, 168, 182
78, 400, 0.44, 0.41, 164, 193, 207
78, 450, 0.32, 0.4, 180, 211, 239
78, 500, 0.42, 0.402, 201, 229, 271
78, 550, 0.26, 0.389090909091, 214, 242, 308
78, 600, 0.34, 0.385, 231, 262, 338
78, 650, 0.38, 0.384615384615, 250, 276, 374
78, 700, 0.36, 0.382857142857, 268, 296, 404
78, 750, 0.36, 0.381333333333, 286, 320, 430
78, 800, 0.38, 0.38125, 305, 340, 460
78, 850, 0.26, 0.374117647059, 318, 357, 493
78, 900, 0.44, 0.377777777778, 340, 370, 530
78, 950, 0.42, 0.38, 361, 388, 562
78, 1000, 0.26, 0.374, 374, 403, 597
78, 1050, 0.5, 0.38, 399, 416, 634
78, 1100, 0.38, 0.38, 418, 429, 671
78, 1150, 0.34, 0.378260869565, 435, 442, 708
78, 1200, 0.4, 0.379166666667, 455, 457, 743
78, 1250, 0.4, 0.38, 475, 467, 783
78, 1300, 0.36, 0.379230769231, 493, 485, 815
78, 1350, 0.4, 0.38, 513, 512, 838
78, 1400, 0.4, 0.380714285714, 533, 536, 864
78, 1450, 0.44, 0.38275862069, 555, 554, 896
78, 1500, 0.42, 0.384, 576, 570, 930
78, 1550, 0.5, 0.387741935484, 601, 595, 955
78, 1600, 0.38, 0.3875, 620, 613, 987
78, 1650, 0.44, 0.389090909091, 642, 632, 1018
78, 1700, 0.38, 0.388823529412, 661, 661, 1039
78, 1750, 0.36, 0.388, 679, 683, 1067
78, 1800, 0.42, 0.388888888889, 700, 709, 1091
78, 1850, 0.38, 0.388648648649, 719, 728, 1122
78, 1900, 0.36, 0.387894736842, 737, 746, 1154
78, 1950, 0.46, 0.389743589744, 760, 765, 1185
78, 2000, 0.34, 0.3885, 777, 782, 1218
79, 50, 0.48, 0.48, 24, 24, 26
79, 100, 0.36, 0.42, 42, 49, 51
79, 150, 0.42, 0.42, 63, 70, 80
79, 200, 0.36, 0.405, 81, 100, 100
79, 250, 0.44, 0.412, 103, 119, 131
79, 300, 0.34, 0.4, 120, 141, 159
79, 350, 0.3, 0.385714285714, 135, 169, 181
79, 400, 0.38, 0.385, 154, 193, 207
79, 450, 0.32, 0.377777777778, 170, 223, 227
79, 500, 0.46, 0.386, 193, 262, 238
79, 550, 0.26, 0.374545454545, 206, 294, 256
79, 600, 0.42, 0.378333333333, 227, 325, 275
79, 650, 0.42, 0.381538461538, 248, 354, 296
79, 700, 0.36, 0.38, 266, 378, 322
79, 750, 0.44, 0.384, 288, 409, 341
79, 800, 0.32, 0.38, 304, 444, 356
79, 850, 0.38, 0.38, 323, 479, 371
79, 900, 0.38, 0.38, 342, 507, 393
79, 950, 0.44, 0.383157894737, 364, 527, 423
79, 1000, 0.32, 0.38, 380, 537, 463
79, 1050, 0.26, 0.374285714286, 393, 546, 504
79, 1100, 0.46, 0.378181818182, 416, 559, 541
79, 1150, 0.44, 0.380869565217, 438, 571, 579
79, 1200, 0.32, 0.378333333333, 454, 589, 611
79, 1250, 0.38, 0.3784, 473, 606, 644
79, 1300, 0.5, 0.383076923077, 498, 632, 668
79, 1350, 0.38, 0.382962962963, 517, 652, 698
79, 1400, 0.4, 0.383571428571, 537, 673, 727
